"day","UA","UD","FD","FA","fed","total","dead","wash_status","insecticide_name","treatment"
2023-05-29,9,0,0,0,0,9,0,"Control","Control",0
2023-05-29,12,0,0,1,1,13,0,"Control","Control",0
2023-05-29,5,2,0,1,1,8,2,"0","InterceptorG2",2
2023-05-29,11,6,0,0,0,17,6,"0","InterceptorG2",2
2023-05-29,16,13,0,2,2,31,13,"20","InterceptorG2",2
2023-05-29,18,10,0,0,0,28,10,"20","InterceptorG2",2
2023-05-29,14,2,0,0,0,16,2,"0","MiraNet",1
2023-05-29,24,5,0,0,0,29,5,"0","MiraNet",1
2023-05-29,30,2,0,1,1,33,2,"20","MiraNet",1
2023-05-29,12,0,1,0,1,13,1,"20","MiraNet",1
