"day","UA","UD","FD","FA","fed","total","dead","wash_status","insecticide_name","treatment"
2020-10-21,33,21,0,2,2,56,21,"20","PermaNet2.0",1
2020-10-21,23,14,0,0,0,37,14,"0","OlysetPlus",2
2020-10-21,7,19,0,0,0,26,19,"0","OlysetPlus",2
2020-10-21,27,26,0,0,0,53,26,"20","OlysetPlus",2
2020-10-21,8,16,0,0,0,24,16,"20","OlysetPlus",2
2020-10-22,12,7,0,0,0,19,7,"Control","Negative control",0
2020-10-22,13,2,0,1,1,16,2,"Control","Negative control",0
2020-10-22,11,14,0,0,0,25,14,"0","PermaNet2.0",1
2020-10-22,18,17,0,0,0,35,17,"0","PermaNet2.0",1
2020-10-22,28,12,0,1,1,41,12,"20","PermaNet2.0",1
2020-10-22,18,23,0,0,0,41,23,"20","PermaNet2.0",1
2020-10-22,39,20,0,0,0,59,20,"0","OlysetPlus",2
2020-10-22,10,15,0,0,0,25,15,"0","OlysetPlus",2
2020-10-22,48,21,0,5,5,74,21,"20","OlysetPlus",2
2020-10-22,13,24,0,0,0,37,24,"20","OlysetPlus",2
2020-10-23,11,2,0,3,3,16,2,"Control","Negative control",0
2020-10-23,16,2,0,2,2,20,2,"Control","Negative control",0
2020-10-23,11,0,0,0,0,11,0,"0","PermaNet2.0",1
2020-10-23,6,2,0,3,3,11,2,"0","PermaNet2.0",1
2020-10-23,7,5,0,3,3,15,5,"20","PermaNet2.0",1
2020-10-23,8,12,0,0,0,20,12,"20","PermaNet2.0",1
2020-10-23,26,16,1,0,1,43,17,"0","OlysetPlus",2
2020-10-23,17,6,0,0,0,23,6,"0","OlysetPlus",2
2020-10-23,20,0,3,0,3,23,3,"20","OlysetPlus",2
2020-10-23,23,16,0,0,0,39,16,"20","OlysetPlus",2
2020-10-24,13,0,0,2,2,15,0,"Control","Negative control",0
2020-10-24,9,0,0,0,0,9,0,"Control","Negative control",0
2020-10-24,2,3,0,3,3,8,3,"0","PermaNet2.0",1
2020-10-24,2,0,0,2,2,4,0,"0","PermaNet2.0",1
2020-10-24,23,0,0,1,1,24,0,"20","PermaNet2.0",1
2020-10-24,7,6,0,0,0,13,6,"20","PermaNet2.0",1
2020-10-24,9,14,0,0,0,23,14,"0","OlysetPlus",2
2020-10-24,7,4,0,0,0,11,4,"0","OlysetPlus",2
2020-10-24,26,44,0,0,0,70,44,"20","OlysetPlus",2
2020-10-24,6,14,1,0,1,21,15,"20","OlysetPlus",2
2020-10-25,6,0,0,6,6,12,0,"Control","Negative control",0
2020-10-25,8,0,0,1,1,9,0,"Control","Negative control",0
2020-10-25,9,10,0,1,1,20,10,"0","PermaNet2.0",1
2020-10-25,4,0,0,0,0,4,0,"0","PermaNet2.0",1
2020-10-25,10,4,0,0,0,14,4,"20","PermaNet2.0",1
2020-10-25,7,32,1,3,4,43,33,"20","PermaNet2.0",1
2020-10-25,5,7,2,0,2,14,9,"0","OlysetPlus",2
2020-10-25,4,24,0,0,0,28,24,"0","OlysetPlus",2
2020-10-25,15,47,0,3,3,65,47,"20","OlysetPlus",2
2020-10-25,13,10,0,0,0,23,10,"20","OlysetPlus",2
2020-10-26,8,1,0,6,6,15,1,"Control","Negative control",0
2020-10-26,2,0,0,0,0,2,0,"Control","Negative control",0
2020-10-26,4,4,0,0,0,8,4,"0","PermaNet2.0",1
2020-10-26,1,0,0,1,1,2,0,"0","PermaNet2.0",1
2020-10-26,10,3,0,0,0,13,3,"20","PermaNet2.0",1
2020-10-26,10,9,0,0,0,19,9,"20","PermaNet2.0",1
2020-10-26,8,0,0,1,1,9,0,"0","OlysetPlus",2
2020-10-26,2,0,0,0,0,2,0,"0","OlysetPlus",2
2020-10-26,5,0,1,1,2,7,1,"20","OlysetPlus",2
2020-10-26,13,12,0,1,1,26,12,"20","OlysetPlus",2
