"day","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
89,"0","MagNet_ITN",1,3,0,0,0,0,0,3
83,"0","MagNet_ITN",1,2,0,0,0,0,0,2
11,"0","MagNet_ITN",1,33,8,0,1,9,1,42
92,"0","MagNet_ITN",1,7,3,0,0,3,0,10
56,"0","MagNet_ITN",1,1,1,0,0,1,0,2
74,"0","MagNet_ITN",1,2,5,0,0,5,0,7
45,"0","MagNet_ITN",1,0,6,0,0,6,0,6
12,"0","MagNet_ITN",1,12,5,0,0,5,0,17
3,"0","MagNet_ITN",1,15,13,0,0,13,0,28
90,"0","MagNet_ITN",1,2,0,0,0,0,0,2
21,"0","MagNet_ITN",1,4,1,0,0,1,0,5
75,"0","MagNet_ITN",1,1,0,0,0,0,0,1
30,"0","MagNet_ITN",1,8,2,0,0,2,0,10
9,"0","MagNet_ITN",1,7,15,0,0,15,0,22
39,"0","MagNet_ITN",1,0,0,0,0,0,0,0
84,"0","MagNet_ITN",1,0,0,0,0,0,0,0
57,"0","MagNet_ITN",1,0,1,0,0,1,0,1
102,"0","MagNet_ITN",1,23,5,0,0,5,0,28
63,"0","MagNet_ITN",1,0,2,0,0,2,0,2
27,"0","MagNet_ITN",1,2,5,0,0,5,0,7
108,"0","MagNet_ITN",1,33,8,1,0,8,1,42
93,"0","MagNet_ITN",1,21,3,0,0,3,0,24
66,"0","MagNet_ITN",1,0,1,0,0,1,0,1
48,"0","MagNet_ITN",1,0,0,0,0,0,0,0
81,"0","MagNet_ITN",1,22,2,0,0,2,0,24
40,"0","MagNet_ITN",1,5,4,0,0,4,0,9
22,"0","MagNet_ITN",1,3,3,2,0,3,2,8
4,"0","MagNet_ITN",1,17,18,0,0,18,0,35
13,"0","MagNet_ITN",1,8,4,0,0,4,0,12
76,"0","MagNet_ITN",1,18,0,0,0,0,0,18
34,"0","MagNet_ITN",1,4,4,0,0,4,0,8
31,"0","MagNet_ITN",1,9,1,1,0,1,1,11
94,"0","MagNet_ITN",1,10,3,0,0,3,0,13
58,"0","MagNet_ITN",1,1,1,0,0,1,0,2
16,"0","MagNet_ITN",1,14,17,0,0,17,0,31
70,"0","MagNet_ITN",1,1,0,0,0,0,0,1
103,"0","MagNet_ITN",1,8,3,0,1,4,1,12
97,"0","MagNet_ITN",1,23,7,0,2,9,2,32
49,"0","MagNet_ITN",1,0,0,0,0,0,0,0
52,"0","MagNet_ITN",1,0,0,0,0,0,0,0
85,"0","MagNet_ITN",1,8,2,0,0,2,0,10
67,"0","MagNet_ITN",1,0,0,3,0,0,3,3
14,"0","MagNet_ITN",1,9,17,0,0,17,0,26
41,"0","MagNet_ITN",1,0,0,0,0,0,0,0
32,"0","MagNet_ITN",1,0,10,2,0,10,2,12
23,"0","MagNet_ITN",1,1,4,2,0,4,2,7
71,"0","MagNet_ITN",1,0,0,0,0,0,0,0
59,"0","MagNet_ITN",1,0,0,0,0,0,0,0
5,"0","MagNet_ITN",1,5,11,0,0,11,0,16
95,"0","MagNet_ITN",1,9,7,0,0,7,0,16
50,"0","MagNet_ITN",1,0,0,0,0,0,0,0
77,"0","MagNet_ITN",1,44,5,3,0,5,3,52
68,"0","MagNet_ITN",1,2,3,0,0,3,0,5
98,"0","MagNet_ITN",1,24,7,0,0,7,0,31
35,"0","MagNet_ITN",1,3,0,0,0,0,0,3
53,"0","MagNet_ITN",1,1,2,0,0,2,0,3
104,"0","MagNet_ITN",1,11,14,0,0,14,0,25
86,"0","MagNet_ITN",1,27,0,0,0,0,0,27
17,"0","MagNet_ITN",1,19,4,0,0,4,0,23
15,"0","MagNet_ITN",1,24,15,0,0,15,0,39
87,"0","MagNet_ITN",1,27,0,0,0,0,0,27
105,"0","MagNet_ITN",1,25,0,0,0,0,0,25
96,"0","MagNet_ITN",1,8,12,0,0,12,0,20
51,"0","MagNet_ITN",1,0,0,0,0,0,0,0
69,"0","MagNet_ITN",1,0,0,0,0,0,0,0
33,"0","MagNet_ITN",1,1,2,0,0,2,0,3
54,"0","MagNet_ITN",1,0,0,0,0,0,0,0
60,"0","MagNet_ITN",1,0,0,0,0,0,0,0
18,"0","MagNet_ITN",1,28,0,0,0,0,0,28
78,"0","MagNet_ITN",1,13,3,0,0,3,0,16
99,"0","MagNet_ITN",1,2,0,0,0,0,0,2
36,"0","MagNet_ITN",1,2,0,0,0,0,0,2
24,"0","MagNet_ITN",1,1,3,0,0,3,0,4
42,"0","MagNet_ITN",1,0,0,0,0,0,0,0
72,"0","MagNet_ITN",1,1,1,0,0,1,0,2
6,"0","MagNet_ITN",1,61,36,2,0,36,2,99
55,"20","MagNet_ITN",1,2,0,2,0,0,2,4
7,"20","MagNet_ITN",1,39,5,0,0,5,0,44
25,"20","MagNet_ITN",1,14,6,1,0,6,1,21
73,"20","MagNet_ITN",1,18,6,0,0,6,0,24
37,"20","MagNet_ITN",1,3,3,0,0,3,0,6
64,"20","MagNet_ITN",1,3,3,0,0,3,0,6
28,"20","MagNet_ITN",1,20,21,0,0,21,0,41
88,"20","MagNet_ITN",1,3,4,0,0,4,0,7
10,"20","MagNet_ITN",1,24,40,0,0,40,0,64
1,"20","MagNet_ITN",1,39,4,0,0,4,0,43
61,"20","MagNet_ITN",1,0,1,0,0,1,0,1
106,"20","MagNet_ITN",1,17,0,2,0,0,2,19
46,"20","MagNet_ITN",1,0,0,0,0,0,0,0
43,"20","MagNet_ITN",1,0,0,0,0,0,0,0
19,"20","MagNet_ITN",1,16,4,2,0,4,2,22
91,"20","MagNet_ITN",1,64,1,0,0,1,0,65
82,"20","MagNet_ITN",1,1,12,0,0,12,0,13
100,"20","MagNet_ITN",1,12,1,0,0,1,0,13
79,"20","MagNet_ITN",1,21,1,0,0,1,0,22
80,"20","MagNet_ITN",1,44,3,0,0,3,0,47
26,"20","MagNet_ITN",1,13,5,0,0,5,0,18
47,"20","MagNet_ITN",1,0,0,0,0,0,0,0
20,"20","MagNet_ITN",1,9,12,0,0,12,0,21
65,"20","MagNet_ITN",1,1,4,1,0,4,1,6
89,"20","MagNet_ITN",1,5,0,0,0,0,0,5
44,"20","MagNet_ITN",1,0,0,0,0,0,0,0
62,"20","MagNet_ITN",1,1,0,0,0,0,0,1
8,"20","MagNet_ITN",1,60,18,0,0,18,0,78
107,"20","MagNet_ITN",1,23,5,2,0,5,2,30
101,"20","MagNet_ITN",1,17,6,3,0,6,3,26
38,"20","MagNet_ITN",1,0,0,0,0,0,0,0
74,"20","MagNet_ITN",1,12,2,0,0,2,0,14
11,"20","MagNet_ITN",1,39,14,1,0,14,1,54
92,"20","MagNet_ITN",1,16,0,0,0,0,0,16
29,"20","MagNet_ITN",1,23,7,1,0,7,1,31
56,"20","MagNet_ITN",1,2,0,0,0,0,0,2
2,"20","MagNet_ITN",1,22,2,0,0,2,0,24
83,"20","MagNet_ITN",1,10,4,0,0,4,0,14
30,"20","MagNet_ITN",1,12,5,4,0,5,4,21
63,"20","MagNet_ITN",1,1,0,0,0,0,0,1
9,"20","MagNet_ITN",1,77,32,0,0,32,0,109
81,"20","MagNet_ITN",1,42,1,0,0,1,0,43
84,"20","MagNet_ITN",1,9,5,0,0,5,0,14
3,"20","MagNet_ITN",1,63,3,1,0,3,1,67
27,"20","MagNet_ITN",1,7,4,0,0,4,0,11
90,"20","MagNet_ITN",1,7,0,0,0,0,0,7
75,"20","MagNet_ITN",1,21,10,0,0,10,0,31
108,"20","MagNet_ITN",1,8,2,1,0,2,1,11
48,"20","MagNet_ITN",1,0,0,0,0,0,0,0
66,"20","MagNet_ITN",1,0,0,2,0,0,2,2
93,"20","MagNet_ITN",1,15,5,7,0,5,7,27
45,"20","MagNet_ITN",1,0,0,0,0,0,0,0
12,"20","MagNet_ITN",1,28,3,4,0,3,4,35
21,"20","MagNet_ITN",1,4,1,0,0,1,0,5
102,"20","MagNet_ITN",1,16,0,5,0,0,5,21
57,"20","MagNet_ITN",1,3,0,0,0,0,0,3
39,"20","MagNet_ITN",1,0,0,0,0,0,0,0
58,"20","MagNet_ITN",1,1,4,0,0,4,0,5
85,"20","MagNet_ITN",1,16,0,0,0,0,0,16
76,"20","MagNet_ITN",1,3,0,0,0,0,0,3
31,"20","MagNet_ITN",1,10,1,1,0,1,1,12
4,"20","MagNet_ITN",1,43,9,0,0,9,0,52
13,"20","MagNet_ITN",1,21,10,3,0,10,3,34
22,"20","MagNet_ITN",1,13,8,3,0,8,3,24
103,"20","MagNet_ITN",1,22,1,0,2,3,2,25
52,"20","MagNet_ITN",1,0,0,0,0,0,0,0
49,"20","MagNet_ITN",1,0,0,0,0,0,0,0
94,"20","MagNet_ITN",1,16,3,1,0,3,1,20
67,"20","MagNet_ITN",1,0,0,0,0,0,0,0
40,"20","MagNet_ITN",1,0,0,0,0,0,0,0
16,"20","MagNet_ITN",1,53,16,2,0,16,2,71
97,"20","MagNet_ITN",1,3,0,0,0,0,0,3
34,"20","MagNet_ITN",1,3,1,1,0,1,1,5
70,"20","MagNet_ITN",1,0,0,0,0,0,0,0
95,"20","MagNet_ITN",1,12,1,0,0,1,0,13
50,"20","MagNet_ITN",1,0,0,0,0,0,0,0
32,"20","MagNet_ITN",1,7,1,0,0,1,0,8
71,"20","MagNet_ITN",1,0,0,0,0,0,0,0
5,"20","MagNet_ITN",1,43,3,0,0,3,0,46
59,"20","MagNet_ITN",1,0,0,0,0,0,0,0
68,"20","MagNet_ITN",1,1,0,0,0,0,0,1
35,"20","MagNet_ITN",1,7,5,0,0,5,0,12
104,"20","MagNet_ITN",1,27,3,0,0,3,0,30
23,"20","MagNet_ITN",1,7,3,0,0,3,0,10
14,"20","MagNet_ITN",1,25,3,0,0,3,0,28
77,"20","MagNet_ITN",1,44,2,0,0,2,0,46
17,"20","MagNet_ITN",1,29,7,0,0,7,0,36
98,"20","MagNet_ITN",1,28,1,6,0,1,6,35
41,"20","MagNet_ITN",1,0,0,0,0,0,0,0
86,"20","MagNet_ITN",1,14,0,1,0,0,1,15
53,"20","MagNet_ITN",1,0,0,0,0,0,0,0
15,"20","MagNet_ITN",1,30,15,0,0,15,0,45
87,"20","MagNet_ITN",1,26,3,0,0,3,0,29
51,"20","MagNet_ITN",1,0,1,0,0,1,0,1
33,"20","MagNet_ITN",1,14,5,1,0,5,1,20
105,"20","MagNet_ITN",1,24,2,1,0,2,1,27
96,"20","MagNet_ITN",1,20,0,0,0,0,0,20
54,"20","MagNet_ITN",1,0,0,0,0,0,0,0
69,"20","MagNet_ITN",1,0,0,0,0,0,0,0
18,"20","MagNet_ITN",1,31,18,0,0,18,0,49
60,"20","MagNet_ITN",1,0,0,0,0,0,0,0
72,"20","MagNet_ITN",1,0,0,0,0,0,0,0
6,"20","MagNet_ITN",1,35,9,0,0,9,0,44
36,"20","MagNet_ITN",1,3,2,1,0,2,1,6
78,"20","MagNet_ITN",1,14,3,0,0,3,0,17
99,"20","MagNet_ITN",1,9,0,0,0,0,0,9
24,"20","MagNet_ITN",1,8,3,0,0,3,0,11
42,"20","MagNet_ITN",1,0,1,1,0,1,1,2
